p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
GJA1	2.83059621003121e-107	0.280535704121155	0.26	0.141	4.26146259420199e-103	Fib	GJA1
SLC25A13	3.58807047515555e-107	0.331143029419713	0.433	0.284	5.40184010034669e-103	Fib	SLC25A13
AKT2	8.18649919901971e-107	0.272466957815249	0.307	0.179	1.23247745441242e-102	Fib	AKT2
SEC63	1.93901344102546e-106	0.322926716399658	0.4	0.256	2.91918473546383e-102	Fib	SEC63
RBL2	1.9529219489012e-106	0.310083823447479	0.373	0.233	2.94012399407076e-102	Fib	RBL2
SCP2	3.19424036418312e-105	0.303877584430948	0.357	0.222	4.80892886827769e-101	Fib	SCP2
CHPT1	1.18192526257658e-104	0.257800911079994	0.412	0.261	1.77938848280904e-100	Fib	CHPT1
CHD6	1.80845682960477e-104	0.317988381742986	0.551	0.399	2.72263175696998e-100	Fib	CHD6
PPM1K	2.29299390220077e-104	0.299827169067653	0.294	0.17	3.45210231976327e-100	Fib	PPM1K
CRADD	3.68857519643758e-104	0.296322914793695	0.508	0.349	5.55314995823677e-100	Fib	CRADD
ARHGAP6	1.12779458691585e-103	0.267794760533765	0.47	0.302	1.69789475060181e-99	Fib	ARHGAP6
PTPRA	2.46249235538239e-103	0.385485450053401	0.563	0.416	3.70728224102819e-99	Fib	PTPRA
EPB41	3.23389259572123e-103	0.343813469147346	0.28	0.161	4.86862530285831e-99	Fib	EPB41
USP47	3.65700964716474e-103	0.311125566787919	0.626	0.476	5.50562802380651e-99	Fib	USP47
ZNF704	1.68493247961793e-102	0.319987988464794	0.413	0.27	2.53666584806479e-98	Fib	ZNF704
PER3	3.49564542957742e-102	0.375785710647683	0.377	0.243	5.2626941942288e-98	Fib	PER3
ARHGAP32	3.56566047545267e-102	0.311960476279484	0.465	0.315	5.368101845794e-98	Fib	ARHGAP32
DKK3	6.32676547815793e-102	0.312072951761705	0.286	0.166	9.52494542736676e-98	Fib	DKK3
SUFU	1.24260888900203e-101	0.353809511066016	0.269	0.154	1.87074768239256e-97	Fib	SUFU
WDPCP	1.75654186977713e-101	0.345169003341517	0.45	0.303	2.64447378494947e-97	Fib	WDPCP
ARMC9	2.13538057950685e-101	0.280213023597307	0.326	0.197	3.21481546244756e-97	Fib	ARMC9
PIGN	2.45163379671044e-101	0.302872017964299	0.31	0.184	3.69093468094756e-97	Fib	PIGN
PPP3CB	3.20199067380524e-101	0.276794453904331	0.439	0.289	4.82059695941379e-97	Fib	PPP3CB
FBXL20	3.88293361144272e-101	0.307996028031015	0.502	0.351	5.84575655202701e-97	Fib	FBXL20
ANKRD13C	5.7628650708721e-101	0.261336686670751	0.391	0.249	8.67599336419795e-97	Fib	ANKRD13C
MAP3K5	3.83236237524819e-100	0.561018165596646	0.462	0.34	5.76962155593615e-96	Fib	MAP3K5
PHC3	9.32360160181763e-100	0.282321299928401	0.591	0.435	1.40366822115364e-95	Fib	PHC3
CCDC66	9.87271761499872e-100	0.294287067099138	0.361	0.225	1.48633763693806e-95	Fib	CCDC66
AUH	1.00096517226659e-99	0.262655877879259	0.446	0.297	1.50695306684735e-95	Fib	AUH
PGAP1	1.17342774228625e-99	0.250484232005294	0.286	0.167	1.76659546601195e-95	Fib	PGAP1
SLC30A9	3.8140177506453e-99	0.282727775870137	0.402	0.26	5.7420037235965e-95	Fib	SLC30A9
CROCC	1.04148093356582e-98	0.265575379510666	0.264	0.148	1.56794954548335e-94	Fib	CROCC
RAB11FIP2	3.73378890436445e-98	0.277944104293112	0.287	0.167	5.62121919552068e-94	Fib	RAB11FIP2
TOGARAM1	5.92708521217921e-98	0.309173115631527	0.309	0.186	8.9232267869358e-94	Fib	TOGARAM1
GCFC2	1.53924246742587e-97	0.299541363033685	0.287	0.169	2.31732953470964e-93	Fib	GCFC2
RAB28	3.54290726178272e-97	0.33780692072227	0.411	0.273	5.33384688261389e-93	Fib	RAB28
LIMA1	5.92732441443118e-97	0.361839650716637	0.429	0.292	8.92358690592615e-93	Fib	LIMA1
IARS	7.15756724548634e-97	0.328344752430907	0.3	0.18	1.07757174880797e-92	Fib	IARS
CTNNAL1	9.31110657113219e-97	0.275306206036948	0.265	0.152	1.40178709428395e-92	Fib	CTNNAL1
AKAP11	1.34457994126667e-96	0.28291994557082	0.317	0.192	2.02426510157697e-92	Fib	AKAP11
ZNF248	7.44775512692019e-96	0.312907434106467	0.304	0.184	1.12125953435783e-91	Fib	ZNF248
ARHGEF11	7.79998478199176e-96	0.287335692942266	0.334	0.208	1.17428770892886e-91	Fib	ARHGEF11
MGMT	8.71006062111808e-96	0.286186122135627	0.364	0.231	1.31129962650933e-91	Fib	MGMT
PWWP2A	1.33193621860914e-95	0.305169063270821	0.379	0.245	2.00522997711606e-91	Fib	PWWP2A
MPHOSPH8	2.70769119151632e-95	0.304104929939258	0.536	0.383	4.07642908882782e-91	Fib	MPHOSPH8
PRKRIP1	1.46388378512255e-94	0.282696355121243	0.401	0.264	2.203877038502e-90	Fib	PRKRIP1
ARNT	1.4959084231543e-94	0.282406192784124	0.354	0.224	2.2520901310588e-90	Fib	ARNT
PIK3CA	4.04032090464375e-94	0.325598733240538	0.502	0.359	6.08270312194117e-90	Fib	PIK3CA
RPAP2	4.70675789573843e-94	0.281656885970949	0.387	0.252	7.0860240120342e-90	Fib	RPAP2
SETD2	1.27311318804652e-93	0.281269892859433	0.644	0.499	1.91667190460404e-89	Fib	SETD2
PAWR	2.31776177934177e-93	0.489666241511398	0.53	0.407	3.48939035879903e-89	Fib	PAWR
AIG1	3.29585509468181e-93	0.35022283143047	0.394	0.262	4.96190984504347e-89	Fib	AIG1
LARP4	4.76571138439971e-93	0.318456974454439	0.376	0.246	7.17477848921377e-89	Fib	LARP4
ZBTB1	1.34693997141074e-92	0.303181477541203	0.456	0.313	2.02781812695886e-88	Fib	ZBTB1
GALNT7	1.61818343894538e-92	0.335336038287493	0.312	0.192	2.43617516733227e-88	Fib	GALNT7
USP24	1.65594649362363e-92	0.283203065592878	0.514	0.368	2.49302744615037e-88	Fib	USP24
CALU	1.31568150426956e-91	0.275520446398046	0.289	0.173	1.98075850467783e-87	Fib	CALU
NFX1	1.5824087820658e-91	0.300682656101037	0.38	0.249	2.38231642140007e-87	Fib	NFX1
SLX4IP	2.58178413690352e-91	0.297189726464882	0.265	0.155	3.88687601810825e-87	Fib	SLX4IP
TRPM7	2.6172551871594e-91	0.270413228964345	0.495	0.348	3.94027768426848e-87	Fib	TRPM7
LATS2	3.15782182992439e-91	0.312156925181831	0.415	0.283	4.75410076495117e-87	Fib	LATS2
ERCC6L2	6.01064940717857e-91	0.327627459486008	0.467	0.327	9.04903268250734e-87	Fib	ERCC6L2
DDHD1	1.87405654255934e-89	0.27166880088378	0.334	0.21	2.82139212482309e-85	Fib	DDHD1
PARVA	3.02780306789769e-89	0.253885521334611	0.452	0.308	4.55835751871998e-85	Fib	PARVA
TMCO3	3.32434042789158e-89	0.26322256759995	0.278	0.165	5.00479451419078e-85	Fib	TMCO3
CBFA2T2	8.43797158547011e-89	0.27227966835125	0.46	0.32	1.27033662219253e-84	Fib	CBFA2T2
MBNL2	1.18348525338386e-88	0.336905762645123	0.587	0.463	1.7817370489694e-84	Fib	MBNL2
CCPG1	1.24028507373539e-88	0.285598789726435	0.347	0.221	1.86724917850863e-84	Fib	CCPG1
CLIP1	1.56924038767068e-88	0.300513189439244	0.507	0.365	2.36249140363821e-84	Fib	CLIP1
TCAF1	1.93541882190147e-88	0.297418104514196	0.359	0.234	2.91377303637266e-84	Fib	TCAF1
MICU1	2.2959800995802e-88	0.302316412759012	0.423	0.29	3.45659803991799e-84	Fib	MICU1
RFC1	3.73790010571621e-88	0.274197169357913	0.335	0.212	5.62740860915576e-84	Fib	RFC1
ASH1L	1.72035536019244e-87	0.263163677145438	0.776	0.655	2.58999499476972e-83	Fib	ASH1L
APTX	4.10307142879989e-87	0.251367224712133	0.256	0.148	6.17717403605823e-83	Fib	APTX
GFPT1	9.38882163131788e-87	0.286089547562059	0.283	0.171	1.41348709659491e-82	Fib	GFPT1
PIP5K1A	1.04645491189127e-86	0.278462658785223	0.4	0.27	1.57543786985231e-82	Fib	PIP5K1A
TRPS1	2.42800245070437e-86	0.31877160329768	0.537	0.391	3.65535768953543e-82	Fib	TRPS1
STX18	3.04991742690731e-85	0.257673620550262	0.346	0.223	4.59165068620896e-81	Fib	STX18
AGPS	4.67442610589777e-85	0.300870155153684	0.286	0.177	7.03734850242909e-81	Fib	AGPS
LRCH3	6.26718090746932e-85	0.259745961355934	0.581	0.435	9.43524085619506e-81	Fib	LRCH3
ZNF236	6.40029117372731e-85	0.291540067244833	0.272	0.164	9.63563836204646e-81	Fib	ZNF236
FOXP1	6.94019277327332e-85	0.538897375485762	0.885	0.822	1.0448460220163e-80	Fib	FOXP1
DROSHA	7.77331979144165e-85	0.254909007287762	0.276	0.165	1.17027329460154e-80	Fib	DROSHA
LTBP3	6.41810448644932e-84	0.252216475010709	0.276	0.166	9.66245630434945e-80	Fib	LTBP3
TRIP11	1.12169625860238e-83	0.287045130045035	0.464	0.326	1.68871371732588e-79	Fib	TRIP11
ERICH1	1.95689620490104e-83	0.30211550908064	0.398	0.27	2.94610723647851e-79	Fib	ERICH1
MIPOL1	2.3952206853961e-83	0.261554234053179	0.47	0.327	3.60600474186383e-79	Fib	MIPOL1
RADIL	7.03358898485843e-83	0.333066815031954	0.251	0.148	1.05890682167044e-78	Fib	RADIL
UBE4B	1.76367256643411e-82	0.253209788701891	0.491	0.35	2.65520904876655e-78	Fib	UBE4B
SGK3	3.38518950918354e-82	0.257444266707797	0.353	0.23	5.09640280607583e-78	Fib	SGK3
PUM3	3.61362460519334e-82	0.279126163162973	0.338	0.219	5.44031184311857e-78	Fib	PUM3
ST7	4.61530853744521e-82	0.282641001581038	0.428	0.297	6.94834700312376e-78	Fib	ST7
MYO5A	5.69495862160354e-82	0.251337826879826	0.264	0.156	8.57376020482413e-78	Fib	MYO5A
HIF3A	6.38280671185913e-82	0.896142409266012	0.437	0.374	9.60931550470392e-78	Fib	HIF3A
MON2	9.25487871505874e-82	0.269541605596298	0.65	0.509	1.39332199055209e-77	Fib	MON2
RNMT	1.86200443425926e-81	0.272816351224574	0.319	0.203	2.80324767577732e-77	Fib	RNMT
UBN2	3.08979331119287e-81	0.255690136129665	0.412	0.282	4.65168383000087e-77	Fib	UBN2
ZNF106	4.80145637706608e-81	0.26792511639046	0.339	0.221	7.22859257567299e-77	Fib	ZNF106
TRPC1	2.18662641582078e-80	0.26107326769251	0.473	0.335	3.29196606901819e-76	Fib	TRPC1
USP25	2.61427113454538e-80	0.350513201104529	0.471	0.344	3.93578519305807e-76	Fib	USP25
MDN1	4.03140181667564e-80	0.256661135016768	0.312	0.198	6.06927543500517e-76	Fib	MDN1
HNRNPLL	5.28948448837302e-80	0.264861466035786	0.307	0.194	7.96331889724557e-76	Fib	HNRNPLL
CLU	5.50418752951827e-80	0.465780543569245	0.438	0.31	8.28655432568976e-76	Fib	CLU
PRIM2	9.85751924238366e-80	0.276199657427155	0.303	0.192	1.48404952194086e-75	Fib	PRIM2
ATP9B	7.53089481612031e-79	0.270063469664586	0.539	0.403	1.13377621456691e-74	Fib	ATP9B
SREBF2	2.63184714031883e-78	0.303326234214311	0.422	0.296	3.96224586975e-74	Fib	SREBF2
EEPD1	2.71926015274176e-78	0.434753693866341	0.308	0.204	4.09384615995272e-74	Fib	EEPD1
ATR	2.43307261289148e-77	0.30434918082121	0.366	0.247	3.66299081870812e-73	Fib	ATR
ZNF91	3.39575601267814e-77	0.260050980847778	0.462	0.329	5.11231067708694e-73	Fib	ZNF91
GSN	1.22183509456484e-76	0.516476271360577	0.536	0.416	1.83947273486736e-72	Fib	GSN
ZMIZ1	1.50242293021847e-76	0.295417922982407	0.452	0.328	2.26189772144391e-72	Fib	ZMIZ1
COG5	3.0945936901889e-76	0.266638692606917	0.574	0.438	4.65891080057939e-72	Fib	COG5
EPS15L1	4.23180642941708e-76	0.251058153046708	0.348	0.229	6.37098457948742e-72	Fib	EPS15L1
ATG10	1.14421820150006e-75	0.253722040348264	0.343	0.226	1.72262050235834e-71	Fib	ATG10
MAN1A11	1.70979435060801e-75	0.297019341053712	0.427	0.304	2.57409539484036e-71	Fib	MAN1A1
KLHL24	1.76138977944021e-75	0.265592281819591	0.429	0.301	2.65177231294724e-71	Fib	KLHL24
SON	1.1170838697809e-74	0.31217997829412	0.775	0.661	1.68176976595514e-70	Fib	SON
MSI2	1.69076700615278e-74	0.301541430386145	0.745	0.66	2.54544972776301e-70	Fib	MSI2
AAMDC	3.13598561882083e-74	0.259147794359456	0.254	0.155	4.72122634913476e-70	Fib	AAMDC
RAB30	3.79517591311435e-74	0.349499891007054	0.361	0.252	5.71363733719365e-70	Fib	RAB30
MIS18BP1	2.15456681016828e-73	0.294393554604672	0.252	0.154	3.24370033270835e-69	Fib	MIS18BP1
TCF25	5.06742347246141e-72	0.252129736075876	0.559	0.422	7.62900603779065e-68	Fib	TCF25
MBOAT2	9.16081431907744e-72	0.256995713775924	0.312	0.203	1.37916059573711e-67	Fib	MBOAT2
CBR4	1.84006685396645e-70	0.259399364343591	0.365	0.249	2.77022064864649e-66	Fib	CBR4
ZMYM2	5.89152966895995e-70	0.260311825382363	0.563	0.436	8.86969791661921e-66	Fib	ZMYM2
PRR14L	1.04061148013031e-69	0.273537020830969	0.322	0.213	1.56664058333618e-65	Fib	PRR14L
SPATS2L	1.81119756727926e-69	0.282741972113482	0.577	0.456	2.72675793753893e-65	Fib	SPATS2L
MTMR2	2.53259234935974e-68	0.259047779949563	0.372	0.258	3.81281778196109e-64	Fib	MTMR2
NUBPL	2.6414110178827e-68	0.259949357237381	0.267	0.168	3.9766442874224e-64	Fib	NUBPL
ANO6	6.44013873081051e-68	0.303694119774518	0.526	0.412	9.69562885923522e-64	Fib	ANO6
EPHA3	2.9414321071823e-67	0.459880825701644	0.316	0.222	4.42832603736296e-63	Fib	EPHA3
RBM25	3.77280195167118e-67	0.288644298585302	0.523	0.395	5.67995333824096e-63	Fib	RBM25
PXK	1.85096636192985e-66	0.250700385975773	0.288	0.188	2.78662985788539e-62	Fib	PXK
GON4L	1.39209975391492e-65	0.25279269701242	0.438	0.317	2.09580617951892e-61	Fib	GON4L
CAMK2G	2.20738229033503e-65	0.251292311911209	0.28	0.182	3.32321403809939e-61	Fib	CAMK2G
SCAPER	1.9200202824022e-64	0.257125288685901	0.636	0.515	2.89059053515651e-60	Fib	SCAPER
CPEB3	2.78472023354144e-62	0.276787058622758	0.38	0.272	4.19239631159664e-58	Fib	CPEB3
CTIF	6.37058091148654e-59	0.254222156184614	0.416	0.305	9.59090956224299e-55	Fib	CTIF
ZSWIM61	1.94168054819547e-58	0.251866141656271	0.627	0.517	2.92320006530828e-54	Fib	ZSWIM6
PLCG21	1.40422727752001e-57	0.337880722215563	0.493	0.406	2.11406416630638e-53	Fib	PLCG2
MAP4K3	2.92292471226889e-56	0.310561060846767	0.677	0.573	4.40046315432081e-52	Fib	MAP4K3
NRP2	1.16248882176132e-55	0.269199581243699	0.464	0.355	1.75012692116166e-51	Fib	NRP2
ST3GAL61	3.93751105111552e-55	0.286604411363794	0.31	0.217	5.92792288745441e-51	Fib	ST3GAL6
LMF1	1.84146141003427e-54	0.262771832743026	0.251	0.166	2.7723201528066e-50	Fib	LMF1
FOXC1	3.52498444474859e-54	0.258864969112878	0.443	0.33	5.306864081569e-50	Fib	FOXC1
ZEB1	5.23230269930656e-48	0.602880995008227	0.782	0.754	7.87723171380603e-44	Fib	ZEB1
MYRIP1	2.39689819183106e-31	0.999465651181418	0.348	0.481	3.60853022780166e-27	Fib	MYRIP
NEBL	1.52069468033095e-21	0.423432197817715	0.662	0.688	2.28940584123825e-17	Fib	NEBL
RBFOX1	6.83713116287086e-21	0.583109535771203	0.341	0.282	1.02933009657021e-16	Fib	RBFOX1
GPC5	0	4.297332268529	0.919	0.107	0	Per	GPC5
GRM3	0	3.88470446012499	0.85	0.05	0	Per	GRM3
GRM8	0	3.5495147396413	0.823	0.1	0	Per	GRM8
CPM	0	3.44865194298789	0.801	0.065	0	Per	CPM
DLC1	0	3.4007588964466	0.993	0.543	0	Per	DLC1
PCBP3	0	3.32263236118027	0.796	0.132	0	Per	PCBP3
PTH1R	0	3.27258333534432	0.873	0.106	0	Per	PTH1R
SLC38A11	0	3.19915965784286	0.874	0.064	0	Per	SLC38A11
SGIP1	0	3.16461619049862	0.923	0.174	0	Per	SGIP1
P2RY14	0	3.0388300898381	0.733	0.031	0	Per	P2RY14
SLC6A12	0	3.03072559867097	0.898	0.181	0	Per	SLC6A12
PDGFRB	0	2.80027805294127	0.945	0.323	0	Per	PDGFRB
SLC30A10	0	2.78819310811979	0.811	0.128	0	Per	SLC30A10
PDE7B	0	2.78108519669215	0.949	0.366	0	Per	PDE7B
GJC1	0	2.65811286518239	0.748	0.039	0	Per	GJC1
FRMD3	0	2.65586613047483	0.778	0.192	0	Per	FRMD3
RNF152	0	2.64620395873965	0.819	0.174	0	Per	RNF152
HES4	0	2.59342975534432	0.772	0.14	0	Per	HES4
TRPC4	0	2.57486696589276	0.674	0.103	0	Per	TRPC4
TRPC3	0	2.57010030162574	0.675	0.051	0	Per	TRPC3
DGKB	0	2.56484068357167	0.706	0.095	0	Per	DGKB
NOTCH3	0	2.56351938242127	0.774	0.061	0	Per	NOTCH3
ADARB2	0	2.56224665989826	0.529	0.095	0	Per	ADARB2
RGS5	0	2.54820697923724	0.825	0.125	0	Per	RGS5
SLC19A1	0	2.52710874299935	0.768	0.117	0	Per	SLC19A1
ATP1A2	0	2.50725307112512	0.953	0.431	0	Per	ATP1A2
LZTS1	0	2.50015935114457	0.679	0.037	0	Per	LZTS1
SLC12A7	0	2.47773521906913	0.721	0.112	0	Per	SLC12A7
PAG1	0	2.43618675022049	0.747	0.162	0	Per	PAG1
CYSLTR2	0	2.40315444675667	0.52	0.01	0	Per	CYSLTR2
NDUFA4L2	0	2.39171474973166	0.663	0.063	0	Per	NDUFA4L2
ABCC9	0	2.36628805807047	0.664	0.098	0	Per	ABCC9
CNTN4	0	2.35503247879808	0.701	0.107	0	Per	CNTN4
DAAM2	0	2.35035699532255	0.803	0.171	0	Per	DAAM2
PLXDC1	0	2.34092088689932	0.771	0.136	0	Per	PLXDC1
PDE1C	0	2.30660387486086	0.593	0.114	0	Per	PDE1C
CLMN	0	2.27522351370553	0.743	0.136	0	Per	CLMN
CACNA1C	0	2.27035863862782	0.945	0.351	0	Per	CACNA1C
SLC6A1	0	2.2069080184089	0.876	0.319	0	Per	SLC6A1
INPP4B	0	2.20063341499002	0.756	0.188	0	Per	INPP4B
PTPRK	0	2.16588253829719	0.964	0.611	0	Per	PTPRK
GUCY1A2	0	2.15308030947906	0.492	0.051	0	Per	GUCY1A2
SNTB1	0	2.12409219273181	0.761	0.193	0	Per	SNTB1
COL5A3	0	2.06714859804496	0.685	0.146	0	Per	COL5A3
HIGD1B	0	2.06072591884423	0.572	0.03	0	Per	HIGD1B
CALD1	0	2.05872377467631	0.974	0.567	0	Per	CALD1
LPL	0	2.04084354932503	0.458	0.018	0	Per	LPL
CACHD1	0	2.02660174640877	0.716	0.252	0	Per	CACHD1
PLCE1	0	2.0249790873929	0.762	0.199	0	Per	PLCE1
CCDC102B	0	2.02276377828838	0.451	0.074	0	Per	CCDC102B
PLCL1	0	2.02003507008316	0.68	0.261	0	Per	PLCL1
CDH6	0	1.99457898548309	0.647	0.132	0	Per	CDH6
RIPOR3	0	1.95305470432804	0.675	0.142	0	Per	RIPOR3
CYTH3	0	1.95160115265086	0.8	0.294	0	Per	CYTH3
RHOJ	0	1.94925862179063	0.728	0.275	0	Per	RHOJ
BCL2	0	1.94360439056872	0.637	0.167	0	Per	BCL2
CTDSPL	0	1.93722841626717	0.687	0.203	0	Per	CTDSPL
ARHGAP42	0	1.93573852064249	0.871	0.294	0	Per	ARHGAP42
SLC12A2	0	1.91285019273726	0.805	0.368	0	Per	SLC12A2
KCNE4	0	1.91110984500021	0.533	0.13	0	Per	KCNE4
COL4A3	0	1.90315496768391	0.715	0.16	0	Per	COL4A3
DAB1	0	1.8905944363816	0.495	0.196	0	Per	DAB1
ADGRB3	0	1.88539667350997	0.635	0.219	0	Per	ADGRB3
ADGRD1	0	1.8771057316548	0.622	0.147	0	Per	ADGRD1
PTEN	0	1.87405421382775	0.921	0.61	0	Per	PTEN
SMOC2	0	1.84844561745243	0.528	0.079	0	Per	SMOC2
CA2	0	1.84468144712814	0.455	0.096	0	Per	CA2
SLC6A17	0	1.81305631246686	0.382	0.037	0	Per	SLC6A17
CPE	0	1.80912775607277	0.762	0.32	0	Per	CPE
PDE8A	0	1.8076128693292	0.884	0.526	0	Per	PDE8A
PRKG1	0	1.79742799030599	0.968	0.419	0	Per	PRKG1
COLEC121	0	1.78571001570003	0.894	0.351	0	Per	COLEC12
AGRN	0	1.77679634127208	0.561	0.094	0	Per	AGRN
GPER1	0	1.77442350911678	0.485	0.026	0	Per	GPER1
MYO1B	0	1.76536626279889	0.814	0.365	0	Per	MYO1B
TESC	0	1.76524603113333	0.489	0.03	0	Per	TESC
KALRN	0	1.75468019349219	0.825	0.404	0	Per	KALRN
PDE3A	0	1.7500795732276	0.659	0.184	0	Per	PDE3A
EPS8	0	1.73336479806922	0.956	0.594	0	Per	EPS8
CERS6	0	1.71631241978297	0.667	0.2	0	Per	CERS6
COL4A4	0	1.70888161078166	0.657	0.163	0	Per	COL4A4
ADGRL3	0	1.69963275606062	0.763	0.252	0	Per	ADGRL3
SLC6A131	0	1.69172162246574	0.732	0.256	0	Per	SLC6A13
TBX2	0	1.68585776403501	0.506	0.038	0	Per	TBX2
DNAH11	0	1.66396968612239	0.422	0.074	0	Per	DNAH11
RGL3	0	1.6448980841294	0.49	0.101	0	Per	RGL3
SPECC1	0	1.63101696223925	0.53	0.114	0	Per	SPECC1
EDNRA	0	1.62659093598314	0.435	0.053	0	Per	EDNRA
GRK3	0	1.61782116226599	0.457	0.096	0	Per	GRK3
C11orf96	0	1.61010242328464	0.465	0.09	0	Per	C11orf96
TTN	0	1.60047205440657	0.487	0.071	0	Per	TTN
GRAMD2B	0	1.59697491007603	0.827	0.415	0	Per	GRAMD2B
PDE8B	0	1.57888783483025	0.457	0.031	0	Per	PDE8B
GUCY1B1	0	1.57655945849346	0.488	0.054	0	Per	GUCY1B1
MAP2K6	0	1.5742208362453	0.441	0.091	0	Per	MAP2K6
LIN7A	0	1.56709402554583	0.559	0.142	0	Per	LIN7A
SH3RF1	0	1.55856139055079	0.708	0.291	0	Per	SH3RF1
ARHGEF17	0	1.55681727383575	0.571	0.13	0	Per	ARHGEF17
MGLL	0	1.55113996044704	0.723	0.284	0	Per	MGLL
CECR2	0	1.53840133250932	0.657	0.236	0	Per	CECR2
TFPI	0	1.53689407419606	0.672	0.255	0	Per	TFPI
SNRK	0	1.52485414927846	0.695	0.317	0	Per	SNRK
SLC1A31	0	1.51906614616112	0.868	0.38	0	Per	SLC1A3
KLHL23	0	1.51749798753526	0.517	0.118	0	Per	KLHL23
HEYL	0	1.51152995630475	0.409	0.035	0	Per	HEYL
PIK3CD	0	1.50438633351755	0.396	0.037	0	Per	PIK3CD
ISYNA1	0	1.49900072861991	0.534	0.12	0	Per	ISYNA1
FRY	0	1.49629639221709	0.745	0.336	0	Per	FRY
UST1	0	1.4911308593173	0.739	0.32	0	Per	UST
GRID2	0	1.48452745201522	0.338	0.114	0	Per	GRID2
AXL	0	1.48258386012874	0.572	0.153	0	Per	AXL
EBF1	0	1.47844327464412	0.946	0.67	0	Per	EBF1
DOK6	0	1.46498358524308	0.328	0.048	0	Per	DOK6
BTBD9	0	1.45169647575052	0.788	0.506	0	Per	BTBD9
SEMA5A1	0	1.4347060532701	0.702	0.295	0	Per	SEMA5A
ANO3	0	1.42244657036529	0.305	0.063	0	Per	ANO3
ENPEP	0	1.42235493728753	0.305	0.056	0	Per	ENPEP
KIAA1109	0	1.41198171014673	0.862	0.597	0	Per	KIAA1109
MPPED2	0	1.41161701984752	0.576	0.168	0	Per	MPPED2
DACH1	0	1.40961050247463	0.608	0.235	0	Per	DACH1
PLEKHG3	0	1.40850099057464	0.473	0.097	0	Per	PLEKHG3
PLOD1	0	1.40657086665952	0.508	0.114	0	Per	PLOD1
FAM13C	0	1.40214494801268	0.399	0.053	0	Per	FAM13C
GJA4	0	1.39389851272282	0.342	0.024	0	Per	GJA4
THSD7B	0	1.38933178502698	0.371	0.081	0	Per	THSD7B
CCDC3	0	1.37318184586854	0.489	0.13	0	Per	CCDC3
BGN	0	1.36962561666286	0.576	0.177	0	Per	BGN
CNTN1	0	1.36627313292249	0.382	0.131	0	Per	CNTN1
ZFHX3	0	1.36477532252828	0.912	0.562	0	Per	ZFHX3
PDE2A	0	1.35961482126639	0.41	0.052	0	Per	PDE2A
ITIH5	0	1.34200081465762	0.857	0.504	0	Per	ITIH5
PRELP1	0	1.34133555832397	0.66	0.242	0	Per	PRELP
C1QTNF1	0	1.3371639624368	0.422	0.067	0	Per	C1QTNF1
GUCY1A1	0	1.33088019692115	0.367	0.061	0	Per	GUCY1A1
NR2F2	0	1.32354495401834	0.691	0.306	0	Per	NR2F2
ARHGAP61	0	1.29660953759993	0.674	0.259	0	Per	ARHGAP6
TNS3	0	1.29077560340561	0.498	0.133	0	Per	TNS3
SHISA61	0	1.28844509893612	0.453	0.166	0	Per	SHISA6
C2CD2	0	1.26688772796858	0.646	0.324	0	Per	C2CD2
DENND2A	0	1.26634871675519	0.712	0.304	0	Per	DENND2A
PPM1L	0	1.26366441719562	0.51	0.199	0	Per	PPM1L
UBA2	0	1.24090741887746	0.636	0.283	0	Per	UBA2
DYNC1I1	0	1.23637491255955	0.437	0.119	0	Per	DYNC1I1
ADAP2	0	1.23498856141636	0.373	0.056	0	Per	ADAP2
FAM162B	0	1.22074453788368	0.35	0.043	0	Per	FAM162B
ARHGEF7	0	1.21731233611081	0.739	0.451	0	Per	ARHGEF7
TNFRSF21	0	1.20193821834616	0.331	0.053	0	Per	TNFRSF21
TXNIP	0	1.20137271407268	0.737	0.378	0	Per	TXNIP
CDC42EP4	0	1.19988760255593	0.528	0.197	0	Per	CDC42EP4
PPARGC1B	0	1.19423930790086	0.383	0.1	0	Per	PPARGC1B
DISC1	0	1.18403167723892	0.685	0.368	0	Per	DISC1
RAPH1	0	1.17937029802087	0.619	0.319	0	Per	RAPH1
ENOX1	0	1.17741128917106	0.309	0.091	0	Per	ENOX1
GGT5	0	1.17251558072661	0.679	0.327	0	Per	GGT5
PMEPA1	0	1.17239740083833	0.472	0.152	0	Per	PMEPA1
NEURL1B	0	1.16667662857071	0.336	0.039	0	Per	NEURL1B
CDK141	0	1.15962948659519	0.665	0.324	0	Per	CDK14
ASAP2	0	1.15509563195794	0.591	0.289	0	Per	ASAP2
EFHD1	0	1.14853074258316	0.461	0.134	0	Per	EFHD1
IGFBP7	0	1.14638819841003	0.872	0.534	0	Per	IGFBP7
PDZD2	0	1.14412651204876	0.881	0.666	0	Per	PDZD2
HEY2	0	1.14331373185653	0.383	0.067	0	Per	HEY2
ARHGAP101	0	1.14310706115342	0.845	0.428	0	Per	ARHGAP10
ZEB2	0	1.11955240338151	0.63	0.312	0	Per	ZEB2
ITM2C	0	1.11702296346302	0.388	0.086	0	Per	ITM2C
AGAP1	0	1.11345893086987	0.849	0.607	0	Per	AGAP1
CSPG4	0	1.11190461140867	0.359	0.036	0	Per	CSPG4
EDIL3	0	1.11005677981437	0.511	0.187	0	Per	EDIL3
MAP2	0	1.10680724120129	0.571	0.244	0	Per	MAP2
ITGA7	0	1.09500980921732	0.348	0.045	0	Per	ITGA7
